chapter,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,word_counts,chapter_names,file
528,8.0,25,11.0,17.0,31.0,30.0,93,7.0,16.0,46,1437,SECTION CCXII,Mahabharata
529,1.0,17,3.0,8.0,19.0,6.0,43,4.0,9.0,31,791,SECTION CCXIII,Mahabharata
530,10.0,19,12.0,13.0,27.0,28.0,61,24.0,13.0,44,988,SECTION CCXIV,Mahabharata
531,19.0,21,20.0,31.0,28.0,41.0,61,32.0,12.0,36,1050,SECTION CCXV,Mahabharata
532,12.0,8,1.0,24.0,9.0,16.0,21,11.0,5.0,10,592,SECTION CCXVI,Mahabharata
533,2.0,2,2.0,2.0,9.0,3.0,16,2.0,1.0,3,239,SECTION CCXVII,Mahabharata
534,8.0,9,6.0,28.0,15.0,13.0,32,8.0,4.0,18,798,SECTION CCXVIII,Mahabharata
535,6.0,4,8.0,11.0,3.0,11.0,11,12.0,2.0,6,534,SECTION CCXIX,Mahabharata
536,5.0,8,11.0,39.0,13.0,16.0,28,11.0,2.0,12,965,SECTION CCXX,Mahabharata
537,9.0,7,10.0,33.0,7.0,21.0,30,10.0,1.0,11,900,SECTION CCXXI,Mahabharata
538,8.0,10,3.0,12.0,9.0,16.0,18,9.0,5.0,8,421,SECTION CCXXII,Mahabharata
539,12.0,39,10.0,25.0,36.0,22.0,63,12.0,15.0,29,1161,SECTION CCXXIII,Mahabharata
540,16.0,26,10.0,28.0,32.0,24.0,42,10.0,6.0,24,1099,SECTION CCXXIV,Mahabharata
541,14.0,20,7.0,21.0,23.0,23.0,35,12.0,3.0,18,819,SECTION CCXXV,Mahabharata
542,16.0,8,4.0,18.0,12.0,21.0,25,8.0,6.0,13,515,SECTION CCXXVI,Mahabharata
543,5.0,8,4.0,5.0,10.0,4.0,18,5.0,2.0,11,421,SECTION CCXXVII,Mahabharata
544,11.0,48,7.0,23.0,53.0,24.0,92,8.0,20.0,60,1470,SECTION CCXXVIII,Mahabharata
545,37.0,55,36.0,43.0,60.0,68.0,122,51.0,26.0,56,1738,SECTION CCXXIX,Mahabharata
546,62.0,113,47.0,87.0,149.0,105.0,239,69.0,63.0,112,3958,SECTION CCXXX,Mahabharata
547,24.0,43,14.0,32.0,53.0,51.0,101,23.0,10.0,63,1786,SECTION CCXXXI,Mahabharata
548,10.0,10,12.0,11.0,9.0,18.0,22,7.0,3.0,16,510,SECTION CCXXXII,Mahabharata
549,7.0,6,2.0,7.0,11.0,14.0,18,10.0,3.0,9,484,SECTION CCXXXIII,Mahabharata
550,32.0,22,19.0,42.0,19.0,61.0,46,29.0,6.0,32,1273,SECTION CCXXXIV,Mahabharata
551,11.0,10,5.0,8.0,12.0,20.0,31,9.0,5.0,11,657,SECTION CCXXXV,Mahabharata
552,7.0,13,3.0,7.0,11.0,15.0,32,5.0,0.0,10,668,SECTION CCXXXVI,Mahabharata
553,13.0,13,4.0,11.0,12.0,18.0,44,7.0,2.0,14,790,SECTION CCXXXVII,Mahabharata
554,9.0,6,2.0,9.0,13.0,10.0,45,4.0,2.0,12,839,SECTION CCXXXVIII,Mahabharata
555,23.0,6,6.0,30.0,10.0,30.0,29,9.0,8.0,14,903,SECTION CCXXXIX,Mahabharata
556,17.0,4,12.0,18.0,3.0,31.0,19,20.0,2.0,6,660,SECTION CCXL,Mahabharata
557,20.0,14,7.0,16.0,16.0,24.0,31,12.0,10.0,15,622,SECTION CCXLI,Mahabharata
558,15.0,12,3.0,8.0,13.0,15.0,26,4.0,6.0,9,557,SECTION CCXLII,Mahabharata
559,16.0,7,1.0,19.0,10.0,25.0,22,8.0,4.0,7,830,SECTION CCXLIII,Mahabharata
560,15.0,8,11.0,15.0,13.0,29.0,38,14.0,3.0,14,750,SECTION CCXLIV,Mahabharata
561,5.0,10,3.0,9.0,14.0,17.0,23,9.0,6.0,9,434,SECTION CCXLV,Mahabharata
562,10.0,8,0.0,9.0,5.0,19.0,13,7.0,2.0,4,459,SECTION CCXLVI,Mahabharata
563,20.0,16,12.0,32.0,16.0,45.0,45,27.0,9.0,25,1155,SECTION CCXLVII,Mahabharata
564,7.0,8,2.0,5.0,7.0,13.0,25,6.0,5.0,8,413,SECTION CCXLVIII,Mahabharata
565,13.0,12,6.0,17.0,23.0,34.0,45,17.0,10.0,20,839,SECTION CCXLIX,Mahabharata
566,42.0,36,14.0,36.0,34.0,56.0,79,19.0,17.0,35,1459,SECTION CCL,Mahabharata
567,14.0,20,7.0,14.0,26.0,17.0,44,6.0,13.0,23,839,SECTION CCLI,Mahabharata
568,12.0,13,5.0,9.0,17.0,18.0,39,5.0,3.0,21,873,SECTION CCLII,Mahabharata
569,12.0,6,6.0,10.0,9.0,17.0,27,8.0,5.0,14,708,SECTION CCLIII,Mahabharata
570,4.0,10,3.0,6.0,17.0,9.0,36,2.0,4.0,20,655,SECTION CCLIV,Mahabharata
571,14.0,25,5.0,16.0,29.0,15.0,47,3.0,10.0,29,778,SECTION CCLV,Mahabharata
572,3.0,6,2.0,8.0,4.0,10.0,16,7.0,1.0,5,484,SECTION CCLVI,Mahabharata
573,21.0,27,10.0,27.0,36.0,34.0,70,19.0,7.0,35,959,SECTION CCLVII,Mahabharata
574,12.0,11,8.0,9.0,36.0,26.0,66,7.0,5.0,49,1041,SECTION CCLVIII,Mahabharata
575,21.0,41,12.0,25.0,60.0,51.0,89,30.0,8.0,41,1566,SECTION CCLIX,Mahabharata
576,5.0,18,2.0,9.0,25.0,14.0,46,5.0,12.0,22,771,SECTION CCLX,Mahabharata
577,17.0,34,14.0,30.0,33.0,36.0,75,20.0,16.0,38,1418,SECTION CCLXI,Mahabharata
578,2.0,8,2.0,4.0,12.0,7.0,28,3.0,2.0,11,461,SECTION CCLXII,Mahabharata
579,6.0,8,3.0,8.0,12.0,2.0,26,4.0,5.0,8,506,SECTION CCLXIII,Mahabharata
580,1.0,7,0.0,1.0,7.0,1.0,16,2.0,3.0,3,319,SECTION CCLXIV,Mahabharata
581,7.0,7,5.0,9.0,10.0,15.0,27,10.0,3.0,11,664,SECTION CCLXV,Mahabharata
582,38.0,15,21.0,40.0,17.0,48.0,32,24.0,11.0,18,1027,SECTION CCLXVI,Mahabharata
583,31.0,10,19.0,33.0,13.0,49.0,32,26.0,11.0,13,1090,SECTION CCLXVII,Mahabharata
584,28.0,17,14.0,23.0,16.0,28.0,40,7.0,12.0,26,896,SECTION CCLXVIII,Mahabharata
585,40.0,17,15.0,36.0,19.0,60.0,76,22.0,15.0,31,1576,SECTION CCLXIX,Mahabharata
586,52.0,36,30.0,66.0,47.0,72.0,122,39.0,21.0,56,2369,SECTION CCLXX,Mahabharata
587,13.0,5,10.0,14.0,9.0,26.0,15,17.0,3.0,6,396,SECTION CCLXXI,Mahabharata
588,9.0,6,5.0,12.0,10.0,12.0,23,6.0,1.0,16,490,SECTION CCLXXII,Mahabharata
589,27.0,12,20.0,25.0,21.0,36.0,50,15.0,5.0,32,1081,SECTION CCLXXIII,Mahabharata
590,7.0,6,4.0,6.0,7.0,9.0,20,2.0,2.0,16,423,SECTION CCLXXIV,Mahabharata
591,30.0,19,18.0,36.0,43.0,56.0,85,19.0,8.0,41,1622,SECTION CCLXXV,Mahabharata
592,20.0,19,11.0,33.0,17.0,47.0,46,24.0,7.0,18,1215,SECTION CCLXXVI,Mahabharata
593,20.0,17,16.0,35.0,18.0,47.0,54,27.0,13.0,31,1446,SECTION CCLXXVII,Mahabharata
594,46.0,31,27.0,45.0,32.0,73.0,84,34.0,13.0,49,2126,SECTION CCLXXVIII,Mahabharata
595,11.0,11,12.0,12.0,25.0,35.0,53,16.0,3.0,31,895,SECTION CCLXXIX,Mahabharata
596,18.0,33,15.0,21.0,29.0,44.0,81,23.0,13.0,46,1993,SECTION CCLXXX,Mahabharata
597,24.0,10,6.0,21.0,18.0,33.0,58,12.0,5.0,29,1548,SECTION CCLXXXI,Mahabharata
598,27.0,16,13.0,31.0,17.0,44.0,39,19.0,13.0,19,1212,SECTION CCLXXXII,Mahabharata
599,10.0,6,3.0,12.0,3.0,12.0,16,6.0,0.0,7,408,SECTION CCLXXXIII,Mahabharata
600,28.0,9,10.0,31.0,17.0,28.0,32,14.0,11.0,18,753,SECTION CCLXXXIV,Mahabharata
601,25.0,9,11.0,23.0,10.0,27.0,27,16.0,8.0,12,840,SECTION CCLXXXV,Mahabharata
602,27.0,8,5.0,20.0,16.0,27.0,28,6.0,9.0,14,772,SECTION CCLXXXVI,Mahabharata
603,27.0,9,12.0,23.0,13.0,37.0,27,15.0,9.0,15,1011,SECTION CCLXXXVII,Mahabharata
604,25.0,9,16.0,25.0,11.0,35.0,23,14.0,13.0,11,907,SECTION CCLXXXVIII,Mahabharata
605,22.0,40,18.0,22.0,50.0,46.0,97,20.0,21.0,54,2072,SECTION CCLXXXIX,Mahabharata
606,14.0,4,7.0,14.0,8.0,16.0,16,14.0,4.0,4,414,SECTION CCLXL,Mahabharata
607,10.0,14,3.0,10.0,24.0,19.0,69,8.0,1.0,29,1164,SECTION CCLXLI,Mahabharata
608,20.0,21,10.0,15.0,31.0,29.0,69,8.0,8.0,34,1085,SECTION CCLXLII,Mahabharata
609,8.0,14,6.0,8.0,27.0,16.0,46,7.0,6.0,21,656,SECTION CCLXLIII,Mahabharata
610,15.0,28,5.0,16.0,24.0,31.0,40,10.0,5.0,24,990,SECTION CCLXLIV,Mahabharata
611,50.0,82,43.0,56.0,82.0,127.0,201,78.0,32.0,116,3846,SECTION CCLXLV,Mahabharata
612,12.0,20,6.0,26.0,19.0,31.0,45,21.0,10.0,39,1327,SECTION CCLXLVI,Mahabharata
613,8.0,14,5.0,10.0,15.0,9.0,27,4.0,3.0,13,474,SECTION CCLXLVII,Mahabharata
614,23.0,27,8.0,18.0,33.0,36.0,65,13.0,11.0,36,1204,SECTION CCLXLVIII,Mahabharata
615,9.0,12,5.0,10.0,14.0,19.0,30,10.0,5.0,19,594,SECTION CCLXLIX,Mahabharata
616,11.0,6,10.0,13.0,9.0,19.0,28,7.0,6.0,17,617,SECTION CCC,Mahabharata
617,11.0,25,9.0,9.0,39.0,18.0,66,10.0,10.0,30,975,SECTION CCCI,Mahabharata
618,8.0,15,6.0,9.0,17.0,15.0,34,6.0,5.0,22,625,SECTION CCCII,Mahabharata
619,6.0,5,1.0,5.0,15.0,11.0,38,4.0,1.0,14,664,SECTION CCCIII,Mahabharata
620,9.0,17,11.0,18.0,18.0,25.0,44,12.0,7.0,19,1000,SECTION CCCIV,Mahabharata
621,26.0,18,14.0,26.0,17.0,37.0,35,20.0,4.0,29,1000,SECTION CCCV,Mahabharata
622,8.0,23,7.0,12.0,23.0,17.0,45,4.0,6.0,20,801,SECTION CCCVI,Mahabharata
623,6.0,28,2.0,14.0,26.0,13.0,36,4.0,9.0,13,693,SECTION CCCVII,Mahabharata
624,29.0,29,19.0,38.0,20.0,49.0,49,17.0,6.0,24,1443,SECTION CCCVIII,Mahabharata
625,12.0,15,8.0,16.0,13.0,18.0,22,11.0,5.0,15,615,SECTION CCCIX,Mahabharata
626,28.0,28,16.0,19.0,20.0,50.0,54,21.0,9.0,27,1508,SECTION CCCX,Mahabharata
627,84.0,75,66.0,90.0,102.0,143.0,215,73.0,32.0,127,4595,SECTION CCCXI,Mahabharata
628,10.0,22,8.0,8.0,24.0,20.0,58,13.0,19.0,29,951,SECTION CCCXII,Mahabharata
629,50.0,68,31.0,67.0,82.0,91.0,233,38.0,30.0,107,4638,SECTION CCCXIII,Mahabharata
